Price;Close;High;Low;Open;Volume;
Ticker;^FCHI;^FCHI;^FCHI;^FCHI;^FCHI;
Date;;;;;;
13/02/2025;8164.10986328125;8176.1201171875;8091.419921875;8120.81005859375;100733100;
14/02/2025;8178.5400390625;8212.6396484375;8155.4501953125;8164.6201171875;84064800;
17/02/2025;8189.1298828125;8199.0400390625;8165.89990234375;8181.39990234375;57770100;
18/02/2025;8206.5595703125;8225.1298828125;8160.60986328125;8205.9404296875;71132800;
19/02/2025;8110.5400390625;8208.669921875;8097.14013671875;8205.4404296875;76876600;
20/02/2025;8122.580078125;8172.759765625;8107.31005859375;8140.77978515625;80101800;
21/02/2025;8154.509765625;8180.72021484375;8126.8701171875;8138.240234375;85167900;
24/02/2025;8090.990234375;8150.64013671875;8064.669921875;8138.85986328125;70669300;
25/02/2025;8051.06982421875;8107.10986328125;8043.1298828125;8065.35986328125;84120800;
26/02/2025;8143.919921875;8169.35009765625;8084.0498046875;8103.72998046875;89949900;
27/02/2025;8102.52001953125;8136.85986328125;8048.27001953125;8104.22998046875;93870400;
28/02/2025;8111.6298828125;8111.6298828125;8031.47998046875;8047.0400390625;132221800;
03/03/2025;8199.7099609375;8257.8798828125;8087.31005859375;8139.1298828125;91389800;
04/03/2025;8047.919921875;8136.27001953125;8001.14990234375;8112.1298828125;109307000;
05/03/2025;8173.75;8245.240234375;8151.47021484375;8174.080078125;114727300;
06/03/2025;8197.669921875;8229.4404296875;8103.5400390625;8226.1904296875;111802200;
07/03/2025;8120.7998046875;8177.85009765625;8066.14990234375;8163.2998046875;103415600;
10/03/2025;8047.60009765625;8174.58984375;8039.35986328125;8161.52978515625;104956400;
11/03/2025;7941.91015625;8111.22021484375;7921.0498046875;8092.02001953125;102843400;
12/03/2025;7988.9599609375;8072.4501953125;7938.85009765625;8006.0400390625;89409700;
13/03/2025;7938.2099609375;8032.64990234375;7927.830078125;7983.56982421875;82347100;
14/03/2025;8028.27978515625;8044.43994140625;7916.580078125;7924.22021484375;80007200;
17/03/2025;8073.97998046875;8087.60009765625;8010.7099609375;8034.22998046875;68242800;
18/03/2025;8114.56982421875;8140.08984375;8090.6298828125;8100.89013671875;78614400;
19/03/2025;8171.47021484375;8181.85009765625;8096.5;8104.66015625;67187300;
20/03/2025;8094.2001953125;8167.47998046875;8062.14013671875;8164.08984375;71330200;
21/03/2025;8042.9501953125;8075.43994140625;8010.259765625;8062.27001953125;145105800;
24/03/2025;8022.330078125;8114.4501953125;8002.33984375;8104.7099609375;61431800;
25/03/2025;8108.58984375;8142.509765625;8042.72998046875;8042.72998046875;66802100;
26/03/2025;8030.68017578125;8127.91015625;8025.2099609375;8121.990234375;68178000;
27/03/2025;7990.10986328125;8015.89013671875;7926.93017578125;7968.7998046875;71336700;
28/03/2025;7916.080078125;7975.5498046875;7894.6201171875;7949.22998046875;74145700;
31/03/2025;7790.7099609375;7853.2099609375;7753.740234375;7849.31982421875;93214500;
01/04/2025;7876.35986328125;7884.35009765625;7814.72998046875;7837.4501953125;73679000;
02/04/2025;7858.830078125;7859.41015625;7792.97998046875;7850.8798828125;66242600;
03/04/2025;7598.97998046875;7740.91015625;7585.0;7689.60986328125;115848900;
04/04/2025;7274.9501953125;7552.52001953125;7215.759765625;7546.43017578125;177451600;
07/04/2025;6927.1201171875;7285.72998046875;6763.759765625;6804.83984375;197563800;
08/04/2025;7100.419921875;7179.490234375;6952.1201171875;7036.169921875;118583500;
09/04/2025;6863.02001953125;6999.35009765625;6792.56982421875;6902.419921875;122317100;
10/04/2025;7126.02001953125;7384.47021484375;7126.02001953125;7296.5;125588200;
11/04/2025;7104.7998046875;7204.60009765625;7007.6298828125;7191.47998046875;89406900;
14/04/2025;7273.1201171875;7308.759765625;7222.85986328125;7238.009765625;77135600;
15/04/2025;7335.39990234375;7344.2001953125;7239.72998046875;7255.06005859375;76652500;
16/04/2025;7329.97021484375;7332.14013671875;7243.77001953125;7276.39013671875;69618700;
17/04/2025;7285.85986328125;7331.64013671875;7257.77001953125;7311.91015625;60437800;
22/04/2025;7326.47021484375;7326.47021484375;7218.2998046875;7284.7099609375;75618400;
23/04/2025;7482.35986328125;7555.169921875;7403.93017578125;7403.93017578125;94945000;
24/04/2025;7502.77978515625;7507.2998046875;7411.02978515625;7448.4599609375;70597400;
25/04/2025;7536.259765625;7574.25;7525.1298828125;7565.35009765625;71766900;
28/04/2025;7573.759765625;7618.5498046875;7564.259765625;7564.259765625;67007800;
29/04/2025;7555.8701171875;7588.43017578125;7533.56982421875;7572.22998046875;69142800;
30/04/2025;7593.8701171875;7609.31982421875;7512.22998046875;7586.64990234375;111554900;
02/05/2025;7770.47998046875;7779.7001953125;7679.009765625;7710.080078125;80868800;
05/05/2025;7727.93017578125;7747.490234375;7713.16015625;7735.58984375;46759300;
06/05/2025;7696.919921875;7746.27978515625;7647.77978515625;7743.06982421875;60335900;
07/05/2025;7626.83984375;7678.9501953125;7613.2001953125;7668.18017578125;61695900;
08/05/2025;7694.43994140625;7719.830078125;7646.009765625;7657.02978515625;62217600;
09/05/2025;7743.75;7767.06982421875;7723.14013671875;7732.02001953125;55902300;
12/05/2025;7850.10009765625;7880.2900390625;7783.68994140625;7800.18017578125;86218100;
13/05/2025;7873.830078125;7879.39013671875;7840.85986328125;7842.7900390625;57046800;
14/05/2025;7836.7900390625;7877.740234375;7805.7001953125;7875.39013671875;66229500;
15/05/2025;7853.47021484375;7853.47021484375;7800.3701171875;7806.1201171875;62402300;
16/05/2025;7886.68994140625;7915.43017578125;7855.72021484375;7874.93017578125;67204200;
19/05/2025;7883.6298828125;7883.6298828125;7824.419921875;7854.10986328125;56011100;
20/05/2025;7942.419921875;7955.52978515625;7878.56982421875;7899.85986328125;65943600;
21/05/2025;7910.490234375;7930.60986328125;7873.169921875;7913.740234375;57998400;
22/05/2025;7864.43994140625;7887.10009765625;7807.0498046875;7870.56982421875;61205200;
23/05/2025;7734.39990234375;7888.97021484375;7620.39990234375;7876.8701171875;79976100;
26/05/2025;7828.1298828125;7840.2998046875;7799.81005859375;7833.1298828125;45804600;
27/05/2025;7826.7900390625;7856.39990234375;7808.1201171875;7816.509765625;51608000;
28/05/2025;7788.10009765625;7853.66015625;7787.580078125;7825.419921875;59924500;
29/05/2025;7779.72021484375;7869.919921875;7779.72021484375;7866.77001953125;38396900;
30/05/2025;7751.89013671875;7811.490234375;7747.89990234375;7776.0400390625;126162300;
02/06/2025;7737.2001953125;7744.27978515625;7668.89990234375;7714.91015625;59191900;
03/06/2025;7763.83984375;7765.4599609375;7699.240234375;7752.27978515625;58270900;
04/06/2025;7804.669921875;7843.2099609375;7779.35986328125;7795.06005859375;60842600;
05/06/2025;7790.27001953125;7848.08984375;7761.5400390625;7811.18017578125;53717400;
06/06/2025;7804.8701171875;7815.0;7769.83984375;7794.8798828125;43299700;
09/06/2025;7791.47021484375;7812.72998046875;7772.08984375;7796.259765625;39647500;
10/06/2025;7804.330078125;7815.43994140625;7769.509765625;7784.580078125;61379600;
11/06/2025;7775.89990234375;7840.02001953125;7775.89990234375;7810.83984375;58253000;
12/06/2025;7765.10986328125;7783.64013671875;7698.22998046875;7741.0400390625;57177200;
13/06/2025;7684.68017578125;7713.68017578125;7659.1298828125;7670.0400390625;74634100;
16/06/2025;7742.240234375;7769.31982421875;7705.27978515625;7706.83984375;66005300;
17/06/2025;7683.72998046875;7702.75;7646.759765625;7687.169921875;63015300;
18/06/2025;7656.1201171875;7710.14013671875;7641.1298828125;7687.419921875;56555500;
19/06/2025;7553.4501953125;7618.759765625;7553.4501953125;7605.8798828125;54333600;
20/06/2025;7589.66015625;7636.830078125;7575.990234375;7597.18017578125;150191600;
23/06/2025;7537.56982421875;7597.93994140625;7505.27001953125;7549.919921875;53135000;
24/06/2025;7615.990234375;7678.77978515625;7606.31982421875;7656.5400390625;69697400;
25/06/2025;7558.16015625;7658.5;7557.240234375;7630.33984375;53189500;
26/06/2025;7557.31005859375;7594.89990234375;7532.25;7587.240234375;70187900;
27/06/2025;7691.5498046875;7691.5498046875;7609.9599609375;7613.35009765625;60467400;
30/06/2025;7665.91015625;7714.56005859375;7660.77978515625;7714.56005859375;63121500;
01/07/2025;7662.58984375;7675.68994140625;7612.39013671875;7674.5400390625;56189700;
02/07/2025;7738.419921875;7770.4501953125;7674.22998046875;7710.72021484375;64521800;
03/07/2025;7754.5498046875;7766.919921875;7717.06982421875;7763.25;51421200;
04/07/2025;7696.27001953125;7713.5400390625;7656.68994140625;7713.5400390625;39006400;
07/07/2025;7723.47021484375;7730.97998046875;7682.1201171875;7704.2099609375;49271000;
08/07/2025;7766.7099609375;7771.6201171875;7696.3798828125;7743.56982421875;54942400;
09/07/2025;7878.4599609375;7886.7900390625;7790.5498046875;7799.330078125;59300100;
10/07/2025;7902.25;7940.6201171875;7885.8701171875;7909.85986328125;52841500;
11/07/2025;7829.2900390625;7881.18994140625;7815.18994140625;7873.43017578125;48937000;
14/07/2025;7808.169921875;7810.5498046875;7764.7998046875;7774.0400390625;40409300;
15/07/2025;7766.2099609375;7836.1298828125;7766.2099609375;7818.08984375;48694900;
16/07/2025;7722.08984375;7778.1298828125;7722.08984375;7740.14990234375;64253700;
17/07/2025;7822.0;7822.02001953125;7783.64990234375;7794.419921875;52115700;
18/07/2025;7822.669921875;7873.2998046875;7815.22998046875;7857.68994140625;51242500;
21/07/2025;7798.22021484375;7838.60986328125;7757.68017578125;7825.72998046875;47487000;
22/07/2025;7744.41015625;7782.66015625;7726.740234375;7775.0400390625;47029700;
23/07/2025;7850.43017578125;7869.9599609375;7816.27001953125;7839.7099609375;66792400;
24/07/2025;7818.27978515625;7898.02978515625;7797.27978515625;7873.5;74863300;
25/07/2025;7834.580078125;7851.4599609375;7759.58984375;7782.39013671875;59054700;
28/07/2025;7800.8798828125;7931.14990234375;7794.66015625;7924.52978515625;54179100;
29/07/2025;7857.35986328125;7924.6201171875;7833.02001953125;7834.83984375;57353300;
30/07/2025;7861.9599609375;7921.60986328125;7853.5400390625;7856.009765625;51555900;
31/07/2025;7771.97021484375;7906.3701171875;7771.97021484375;7876.58984375;84917700;
01/08/2025;7546.16015625;7691.1201171875;7523.60986328125;7676.39013671875;91055600;
04/08/2025;7632.009765625;7632.77001953125;7571.759765625;7582.77001953125;57746900;
05/08/2025;7621.0400390625;7670.2001953125;7610.56982421875;7670.2001953125;48283700;
06/08/2025;7635.02978515625;7672.14990234375;7620.97021484375;7658.919921875;46905700;
07/08/2025;7709.31982421875;7737.6298828125;7645.2099609375;7651.39990234375;55875200;
08/08/2025;7743.0;7770.89013671875;7710.669921875;7733.7099609375;50735400;
11/08/2025;7698.52001953125;7764.240234375;7694.33984375;7764.240234375;41752100;
12/08/2025;7753.419921875;7759.740234375;7702.509765625;7730.22021484375;45578600;
13/08/2025;7804.97021484375;7819.68994140625;7769.06982421875;7775.22998046875;48809400;
14/08/2025;7870.33984375;7871.39013671875;7818.56982421875;7822.9501953125;45938800;
15/08/2025;7923.4501953125;7945.27001953125;7896.56005859375;7917.06005859375;45150600;
18/08/2025;7884.0498046875;7929.419921875;7856.89990234375;7929.419921875;39333100;
19/08/2025;7979.080078125;7986.81005859375;7892.72021484375;7894.68994140625;45661000;
20/08/2025;7973.02978515625;8004.33984375;7932.06005859375;7949.14013671875;42249900;
21/08/2025;7938.2900390625;7970.75;7910.33984375;7970.75;36764300;
22/08/2025;7969.68994140625;7997.35009765625;7923.39013671875;7923.39013671875;40033500;
25/08/2025;7843.0400390625;7946.06982421875;7836.9599609375;7943.0;48417900;
26/08/2025;7709.81005859375;7749.240234375;7668.080078125;7726.240234375;131793500;
27/08/2025;7743.93017578125;7765.169921875;7703.93017578125;7718.2900390625;57293600;
28/08/2025;7762.60009765625;7833.0400390625;7734.9599609375;7770.68994140625;51176800;
29/08/2025;7703.89990234375;7764.2900390625;7702.2099609375;7743.43994140625;53287000;
01/09/2025;7707.89990234375;7744.64013671875;7697.81982421875;7724.9599609375;33581700;
02/09/2025;7654.25;7738.18017578125;7648.1298828125;7730.60986328125;64400100;
03/09/2025;7719.7099609375;7736.759765625;7671.52978515625;7699.6201171875;58857500;
04/09/2025;7698.919921875;7727.759765625;7676.83984375;7701.4599609375;63711400;
05/09/2025;7674.77978515625;7732.0400390625;7649.39990234375;7723.97021484375;55619600;
08/09/2025;7734.83984375;7745.0498046875;7682.31005859375;7706.7900390625;47203800;
09/09/2025;7749.39013671875;7791.64990234375;7729.8798828125;7750.919921875;49086400;
10/09/2025;7761.31982421875;7823.33984375;7750.60009765625;7774.35986328125;51828200;
11/09/2025;7823.52001953125;7848.3798828125;7773.56982421875;7781.7998046875;54251700;
12/09/2025;7825.240234375;7842.6201171875;7768.91015625;7830.7001953125;48520500;
15/09/2025;7896.93017578125;7935.31005859375;7843.4599609375;7848.2001953125;49857700;
16/09/2025;7818.22021484375;7903.0400390625;7811.1201171875;7890.52978515625;59036100;
17/09/2025;7786.97998046875;7846.08984375;7777.9599609375;7841.5498046875;53227000;
18/09/2025;7854.60986328125;7887.10986328125;7818.740234375;7822.56982421875;56679400;
19/09/2025;7853.58984375;7934.919921875;7853.58984375;7873.3701171875;138907700;
22/09/2025;7830.10986328125;7850.22021484375;7801.169921875;7847.759765625;42599900;
23/09/2025;7872.02001953125;7919.06982421875;7857.10986328125;7867.68994140625;48991400;
24/09/2025;7827.4501953125;7872.56982421875;7810.0498046875;7871.22021484375;52936900;
25/09/2025;7795.419921875;7819.7001953125;7760.06982421875;7797.97021484375;51878400;
26/09/2025;7870.68017578125;7875.0400390625;7821.25;7822.169921875;52920700;
29/09/2025;7880.8701171875;7901.22998046875;7870.47021484375;7899.02001953125;46221000;
30/09/2025;7895.93994140625;7895.93994140625;7831.080078125;7865.43994140625;60290200;
01/10/2025;7966.9501953125;7984.81982421875;7865.39990234375;7894.2900390625;63080400;
02/10/2025;8056.6298828125;8088.52978515625;8023.02001953125;8025.5;64288600;
03/10/2025;8081.5400390625;8097.240234375;8040.35986328125;8093.009765625;52963700;
06/10/2025;7971.77978515625;8035.72021484375;7909.4599609375;8035.330078125;80272100;
07/10/2025;7974.85009765625;8005.740234375;7934.1298828125;7974.91015625;55312500;
08/10/2025;8060.1298828125;8070.64013671875;7983.3701171875;7983.3701171875;58212000;
09/10/2025;8041.35986328125;8109.77001953125;8041.35986328125;8074.1201171875;50470000;
10/10/2025;7918.0;8082.52978515625;7905.830078125;8049.56982421875;61196100;
13/10/2025;7934.259765625;7995.490234375;7902.1201171875;7959.27001953125;47157200;
14/10/2025;7919.6201171875;7932.8798828125;7825.97021484375;7862.91015625;61249500;
15/10/2025;8077.0;8130.72021484375;8024.5400390625;8029.97021484375;72826600;
16/10/2025;8188.58984375;8188.58984375;8053.06982421875;8093.4599609375;56494100;
17/10/2025;8174.2001953125;8224.5595703125;8080.830078125;8092.52978515625;67602100;
20/10/2025;8206.0703125;8239.669921875;8151.35009765625;8213.2001953125;62656300;
21/10/2025;8258.8603515625;8271.48046875;8198.26953125;8206.349609375;58317200;
22/10/2025;8206.8701171875;8248.900390625;8193.349609375;8222.73046875;61261000;
23/10/2025;8225.7802734375;8257.4697265625;8215.5302734375;8225.4501953125;66578600;
24/10/2025;8225.6298828125;8263.91015625;8169.22998046875;8263.91015625;55232000;
27/10/2025;8239.1796875;8252.6396484375;8202.7197265625;8237.2001953125;46330600;
28/10/2025;8216.580078125;8243.6396484375;8204.009765625;8219.5302734375;52319200;
29/10/2025;8200.8798828125;8226.3203125;8186.009765625;8198.7099609375;51921600;
30/10/2025;8157.2900390625;8206.83984375;8114.740234375;8180.35009765625;74718500;
31/10/2025;8121.06982421875;8161.81005859375;8106.9501953125;8150.22021484375;60682000;
03/11/2025;8109.7900390625;8151.0;8094.41015625;8118.83984375;47263500;
04/11/2025;8067.52978515625;8067.580078125;7963.68994140625;8014.47021484375;54448200;
05/11/2025;8074.22998046875;8097.83984375;8005.81982421875;8008.06005859375;49985700;
06/11/2025;7964.77001953125;8044.85986328125;7950.7998046875;8016.669921875;62779100;
07/11/2025;7950.18017578125;8000.990234375;7908.58984375;7986.06982421875;52404200;
10/11/2025;8055.509765625;8077.18017578125;8017.47021484375;8044.08984375;52949300;
11/11/2025;8156.22998046875;8169.7998046875;8078.22021484375;8080.60009765625;47538300;
12/11/2025;8241.240234375;8280.9697265625;8185.02978515625;8190.68017578125;61916100;
13/11/2025;8232.490234375;8314.23046875;8227.8798828125;8270.849609375;54230000;
14/11/2025;8170.08984375;8202.48046875;8084.22998046875;8186.14013671875;54654300;
17/11/2025;8119.02001953125;8176.10009765625;8109.81982421875;8155.93017578125;42960200;
18/11/2025;7967.93017578125;8032.509765625;7925.06005859375;8017.72998046875;68564200;
19/11/2025;7953.77001953125;8005.75;7919.35986328125;7964.77001953125;55042800;
20/11/2025;7981.06982421875;8057.7001953125;7981.06982421875;8044.85009765625;60357000;
21/11/2025;7982.64990234375;7996.4599609375;7875.8701171875;7881.10009765625;64784800;
24/11/2025;7959.669921875;8033.3798828125;7958.60986328125;8030.4599609375;112183000;
25/11/2025;8025.7998046875;8038.669921875;7942.72021484375;7981.89013671875;60730300;
26/11/2025;8096.43017578125;8098.669921875;8027.60986328125;8075.47021484375;53500500;
27/11/2025;8099.47021484375;8115.4599609375;8080.83984375;8098.68017578125;31913000;
28/11/2025;8122.7099609375;8132.169921875;8084.22998046875;8105.009765625;42475900;
01/12/2025;8097.0;8114.14013671875;8043.81005859375;8078.39990234375;53441200;
02/12/2025;8074.60986328125;8135.7998046875;8072.06005859375;8084.77001953125;49999600;
03/12/2025;8087.419921875;8103.14013671875;8051.4501953125;8071.77978515625;60034900;
04/12/2025;8122.02978515625;8137.64990234375;8098.08984375;8115.169921875;60726200;
05/12/2025;8114.740234375;8160.81005859375;8114.740234375;8148.06982421875;49530600;
08/12/2025;8108.43017578125;8110.759765625;8080.85009765625;8098.9599609375;45305200;
09/12/2025;8052.509765625;8135.97998046875;8044.990234375;8117.43017578125;50232800;
10/12/2025;8022.68994140625;8045.22021484375;8005.10986328125;8035.08984375;50663900;
11/12/2025;8085.759765625;8104.759765625;8009.0400390625;8046.169921875;57698900;
12/12/2025;8068.6201171875;8155.39013671875;8068.6201171875;8100.52978515625;0;
Ticker;MC.PA;MC.PA;MC.PA;MC.PA;MC.PA;
Date;;;;;;
02/01/2025;620.5187377929688;624.4250564202945;604.7957695545675;622.9601869350473;374039;
03/01/2025;596.9830932617188;620.9092932894956;595.3228960325313;620.1280415362568;415336;
06/01/2025;619.7373657226562;628.8196033267668;598.9362329893135;600.3034682173284;611624;
07/01/2025;629.4055786132812;631.0657759240898;617.5889887996683;621.3976136360858;432713;
08/01/2025;620.8116455078125;629.8938236013929;615.5380919795726;628.6242820796127;380525;
09/01/2025;632.8236083984375;633.8978221630103;614.9522128601755;615.5381368034531;408809;
10/01/2025;629.8938598632812;639.6596561402314;627.3547766735503;629.9914939837747;410414;
13/01/2025;631.2611083984375;633.4095359397871;623.6437394584109;626.9641341043554;293771;
14/01/2025;635.7532958984375;646.8863267656616;635.7532958984375;642.2963908956416;466755;
15/01/2025;622.2765502929688;638.0971521727126;622.2765502929688;633.2142540373404;528879;
16/01/2025;679.2111206054688;684.2893465124419;662.1209773839078;673.8399327358353;1078089;
17/01/2025;673.9375610351562;683.1174331571707;669.5429528161324;674.9141406393838;714731;
20/01/2025;667.1015014648438;679.8947299987491;664.9530740276325;673.8399245526456;418509;
21/01/2025;684.875244140625;684.875244140625;667.1014839515223;667.9804294114437;521381;
22/01/2025;697.08251953125;697.5708093403368;681.4572456404708;683.6057327215908;617979;
23/01/2025;703.7232666015625;704.5045780001801;692.2973324679182;698.3520785673672;575485;
24/01/2025;716.9071044921875;732.434744926915;708.21558128247;732.434744926915;713005;
27/01/2025;737.122314453125;737.122314453125;711.5359154744804;717.9813769852063;633190;
28/01/2025;733.0206298828125;744.8372789023857;728.8213494897777;731.7510883136191;567637;
29/01/2025;696.49658203125;705.2857984235537;683.6057194014003;703.6256011838698;984398;
30/01/2025;699.0357055664062;702.0631382622206;694.1528072883428;701.5748484344142;420057;
31/01/2025;687.0238037109375;701.1842090468416;682.4338673016092;700.1099952429469;578611;
03/02/2025;673.9375610351562;677.5509174919359;667.2968316475467;669.0546630140185;695311;
04/02/2025;676.4766845703125;679.0157676269663;666.906216641642;676.0860288974333;370853;
05/02/2025;669.9336547851562;675.5001708349762;664.0741767549654;671.8868141285532;356956;
06/02/2025;680.578369140625;683.0198182197553;663.0975698917762;668.7617198342203;485215;
07/02/2025;668.17578125;679.69940872974;666.8085459533829;678.722829119496;401010;
10/02/2025;669.25;671.0078313904892;662.902232485791;668.3711141076002;336364;
11/02/2025;669.15234375;671.2031370367977;661.9256309767069;665.9296430397376;297413;
12/02/2025;671.6914672851562;674.9141681895208;656.2615208296452;671.7891610129801;443368;
13/02/2025;690.6371459960938;692.1996496064752;678.2345724194803;682.433853027361;501427;
14/02/2025;696.30126953125;706.0670657378595;694.4457444097184;703.1373268758766;594098;
17/02/2025;685.0706176757812;693.6645065893499;681.9455509056587;691.4183853377807;336521;
18/02/2025;688.5863037109375;691.0277528938662;682.8245194026415;688.6839974416704;338875;
19/02/2025;674.7188720703125;687.3167131952213;672.3750571790468;686.4378273152632;426698;
20/02/2025;679.2111206054688;683.2150731751017;669.4453244788625;669.5429585978528;333595;
21/02/2025;685.9495849609375;690.5394617314768;679.2111613867145;679.2111613867145;459121;
24/02/2025;675.8907470703125;685.4612752561562;672.3750841978291;684.9729854346617;364363;
25/02/2025;668.17578125;674.3282208733987;667.1992016397561;672.9609855767816;348738;
26/02/2025;683.8987426757812;690.3442043714261;676.3790671670425;677.7463025707018;384656;
27/02/2025;676.8673095703125;681.5549394224885;669.9336181229774;672.8633569777426;394320;
28/02/2025;678.6251831054688;678.6251831054688;664.2694511653802;667.4921519015581;864547;
03/03/2025;674.6212158203125;684.4847061294554;668.9570657250924;675.0118715257864;481251;
04/03/2025;651.7692260742188;666.9062093445141;646.5933066907944;664.9530502128631;615046;
05/03/2025;648.7418212890625;665.441368339386;648.7418212890625;664.3670950078089;593863;
06/03/2025;637.7064819335938;654.1130073730752;631.1633866603042;654.1130073730752;639967;
07/03/2025;619.8350830078125;632.6282519042096;613.8779116943306;632.5306177866478;809708;
10/03/2025;615.5381469726562;625.0109815834184;610.0693247260781;621.2999908014052;643780;
11/03/2025;606.2606201171875;620.9093145124434;602.0613396450188;620.9093145124434;538927;
12/03/2025;597.4713745117188;610.7528925495457;591.4165692007747;609.8739470861698;594281;
13/03/2025;590.8306884765625;602.354316429843;584.5805548718891;591.807268126937;696157;
14/03/2025;590.9282836914062;604.8934194568218;586.0453857610337;589.8540699889993;583739;
17/03/2025;595.4205932617188;596.8854626598012;585.9477592329812;591.2213129083534;431806;
18/03/2025;595.7135620117188;601.7683675139592;593.955730635117;598.2526451550668;456803;
19/03/2025;596.2994995117188;600.4011458876338;591.0260052618485;593.6627821896288;412984;
20/03/2025;590.3423461914062;596.8854411886103;587.0219518329187;591.416559869083;443424;
21/03/2025;588.3892211914062;588.3892211914062;579.6000046092939;586.8267176413066;1133127;
24/03/2025;582.3344116210938;595.127640321625;581.7484876952573;591.5142838304615;416599;
25/03/2025;584.28759765625;591.3189831173469;582.2368042160389;583.99463567989;455181;
26/03/2025;580.5765380859375;586.0453596823199;577.939761399734;582.8226591128201;427920;
27/03/2025;575.3030395507812;580.4789593045634;572.4709943706549;576.6702748830427;500514;
28/03/2025;573.349853515625;576.1819581692405;567.1974140190232;571.006098262756;619971;
31/03/2025;558.310546875;568.3693044309045;554.5995564648015;566.4161453091489;657683;
01/04/2025;561.6309204101562;565.7325667702792;558.701181525167;565.5372389234752;485067;
02/04/2025;561.7286376953125;564.4630488481789;557.9199531428142;559.2871885220937;423436;
03/04/2025;530.1851196289062;549.8143468923787;528.6225564142871;548.5448052594139;907025;
04/04/2025;517.587158203125;535.0679558790517;509.4815599108923;531.4545996459307;1173669;
07/04/2025;495.7118225097656;526.9623406375241;471.2484850761332;488.28981141567834;1529400;
08/04/2025;507.6260986328125;514.4621562970634;489.55937480586346;505.28234319705626;902072;
09/04/2025;486.727294921875;498.6415786543413;482.5768313810436;485.06712738724997;984156;
10/04/2025;511.92303466796875;535.1656170646003;508.21204413500874;534.5796931509653;912107;
11/04/2025;512.118408203125;519.5403899312947;500.79004814797395;515.8293990672098;574896;
14/04/2025;517.684814453125;523.4466578500932;512.3136267326483;522.4700782645521;593484;
15/04/2025;477.20562744140625;490.63359727518736;473.39697286730274;489.2663917617714;1693077;
16/04/2025;473.8364562988281;477.5474470335745;468.07461254346754;471.6879691558619;1094429;
17/04/2025;474.22705078125;481.7466956777959;469.6859616874197;470.8090222456808;902702;
22/04/2025;475.8872375488281;478.3286866021319;460.213146547756;477.98690757694527;809138;
23/04/2025;488.582763671875;503.036129881412;480.33068390464905;480.818973706361;844261;
24/04/2025;495.4237365722656;497.5057412272198;481.8905247765539;486.0545945992988;605877;
25/04/2025;494.53143310546875;502.16555131890635;492.99470956234194;499.6869454387538;561897;
